[1]
Material = FoodMaterial
Amount = 1
Result = 2
Crafted = 1
Workplace = Alchemy_Lab
Skill = Cooking
[2]
Material = Wood
Amount = 1
Result = 1
Crafted = 5
Workplace = Alchemy_Lab
Skill = Alchemy
[3]
Material = FoodMaterial
Amount = 2
Result = 11
Crafted = 1
Workplace = Alchemy_Lab
Skill = Cooking
Time = 30
Difficulty = 5
[4]
Material = Iron, Gunpowder
Amount = 1, 1
Result = 4
Crafted = 5
Workplace = Alchemy_Lab
Skill = Gunsmith
[5]
Material = Iron, Gunpowder
Amount = 1, 1
Result = 14
Crafted = 10
Workplace = Alchemy_Lab
Skill = Gunsmith
Difficulty = 1
[6]
Material = CopperOre
Amount = 1
Result = 17
Crafted = 1
Workplace = Furnace
Skill = Metalsmith
Difficulty = 1
[7]
Material = TinOre
Amount = 1
Result = 18
Crafted = 1
Workplace = Furnace
Skill = Metalsmith
Difficulty = 1
[8]
Material = Copper, Tin
Amount = 1, 1
Result = 5
Crafted = 1
Workplace = Furnace
Skill = Metalsmith
Difficulty = 1
[9]
Material = IronOre
Amount = 1
Result = 13
Crafted = 1
Workplace = Furnace
Skill = Metalsmith
Difficulty = 5
[10]
Material = Iron, Gunpowder
Amount = 1, 1
Result = 20
Crafted = 2
Workplace = Alchemy_Lab
Skill = Gunsmith
Difficulty = 5
[11]
Material = IronOre, Fuel
Amount = 1, 1
Result = 21
Crafted = 1
Workplace = Furnace
Skill = Metalsmith
Time = 30
Difficulty = 10
[12]
Material = Steel, Gunpowder
Amount = 1, 1
Result = 23
Crafted = 5
Workplace = Alchemy_Lab
Skill = Gunsmith
Difficulty = 5
[13]
Material = Steel, Gunpowder
Amount = 1, 1
Result = 24
Crafted = 10
Workplace = Alchemy_Lab
Skill = Gunsmith
Difficulty = 1
[14]
Material = Steel, Gunpowder
Amount = 1, 1
Result = 25
Crafted = 2
Workplace = Alchemy_Lab
Skill = Gunsmith
Difficulty = 10
[15]
Material = Iron, Gunpowder
Amount = 1, 1
Result = 26
Crafted = 1
Workplace = Alchemy_Lab
Skill = Gunsmith
Difficulty = 15
[16]
Material = Steel, Gunpowder
Amount = 1, 1
Result = 27
Crafted = 1
Workplace = Alchemy_Lab
Skill = Gunsmith
Difficulty = 15
[17]
Material = Herbs
Amount = 1
Result = 22
Crafted = 1
Workplace = Alchemy_Lab
Skill = Medicine
Difficulty = 5
[18]
Material = HerbSeeds
Amount = 1
Result = 28
Crafted = 2
Workplace = Greenhouse
Skill = Farming
Time = 120
Difficulty = 1
[19]
Material = VegetableSeed
Amount = 1
Result = 6
Crafted = 2
Workplace = Greenhouse
Skill = Farming
Time = 60
Difficulty = 1
[20]
Material = Wood
Amount = 1
Result = 3
Crafted = 1
Workplace = Water_collector
Skill = Engineering
Time = 60
[21]
Material = Iron, Gunpowder
Amount = 2, 1
Result = 31
Crafted = 1
Workplace = Alchemy_Lab
Skill = Gunsmith
Time = 30
Difficulty = 20
[22]
Material = Steel, Gunpowder
Amount = 2, 1
Result = 32
Crafted = 1
Workplace = Alchemy_Lab
Skill = Gunsmith
Time = 30
Difficulty = 20
[23]
Material = Iron, Gunpowder
Amount = 4, 2
Result = 33
Crafted = 1
Workplace = Alchemy_Lab
Skill = Gunsmith
Time = 45
Difficulty = 25
[24]
Material = Steel, Gunpowder
Amount = 4, 2
Result = 34
Crafted = 1
Workplace = Alchemy_Lab
Skill = Gunsmith
Time = 45
Difficulty = 25
[25]
Material = Iron, Gunpowder
Amount = 6, 2
Result = 35
Crafted = 1
Workplace = Alchemy_Lab
Skill = Gunsmith
Time = 60
Difficulty = 30
[26]
Material = Steel, Gunpowder
Amount = 6, 2
Result = 36
Crafted = 1
Workplace = Alchemy_Lab
Skill = Gunsmith
Time = 60
Difficulty = 30
[]
